"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"H2714","4","acces_metier","1","Ce métier est accessible avec un niveau Bac + 5 Diplôme d''Ingénieur génie des procédés ou en génie chimique."
"H2714","4","acces_metier","2","Une spécialisation en raffinage est un atout."
"H2715","3","definition","1","Le Chef d''exploitation en production distribution d''énergie coordonne et gère le fonctionnement des systèmes de production et distribution d''énergie."
"H2715","3","definition","2","Supervise l''ensemble des activités pour garantir une production ou une distribution d''énergie efficace, conforme aux normes de sécurité et de qualité"
"H2715","3","definition","3","Elabore des stratégies opérationnelles auprès des équipes pour des résolutions de problèmes techniques"
"H2715","3","definition","4","Assure le suivi de la maintenance des équipements et leur conformité"
"H2715","3","definition","5","Collabore avec d''autres départements et partenaires pour aligner les objectifs de production avec les besoins du marché"
"H2715","4","acces_metier","1","Ce métier est accessible avec un niveau Bac + 5 Diplôme d''ingénieur en énergie ou en génie électrique, complété par un Master en gestion de l''énergie. Une expérience significative dans le secteur de l''énergie est un atout."
"H2716","3","definition","1","L''Opérateur de centrale solaire contrôle la maintenance et l''optimisation du fonctionnement d''une centrale solaire garantissant la production d''énergie."
"H2716","3","definition","2","Surveille les paramètres de production avec des systèmes de supervision qui détecte et signale les anomalies ou dysfonctionnements"
"H2716","3","definition","3","Assure le suivi des performances des panneaux solaires et réalise la maintenance préventive et corrective"
"H2716","3","definition","4","Garantit la conformité des opérations avec les normes environnementales et de sécurité"
"H2716","3","definition","5","Participe à l''amélioration continue des processus pour augmenter l''efficacité énergétique de la centrale"
"H2716","4","acces_metier","1","Ce métier est accessible avec un niveau Bac + 2 à Bac + 5 BTS en électrotechnique, une Licence professionnelle en énergie et génie électrique ou un Master en énergies renouvelables."
"H2801","3","definition","1","L''Agent de fabrication du verre surveille et régule les machines de production pour garantir la qualité du verre fabriqué."
"H2801","3","definition","2","Prépare et contrôle les matières premières nécessaires à la production du verre"
"H2801","3","definition","3","Effectue des opérations de parachèvement en s''assurant de la qualité des produits finis"
"H2801","3","definition","4","Analyse les résultats de production et détermine des mesures correctives"
"H2801","3","definition","5","Participe à la conception de nouveaux produits verriers en collaboration avec d''autres départements"
"H2801","3","definition","6","Respecte les normes de sécurité et les protocoles environnementaux en vigueur dans l''industrie"
"H2801","4","acces_metier","1","Ce métier est accessible avec un niveau CAP / BEP à Bac Pro en production de verre."
"H2801","4","acces_metier","2","Une certification professionnelle CQP opérateur verrier est un atout."
"H2801","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- seraient un plus."
"H2802","3","definition","1","L''opérateur de fabrication en matériaux de construction produit des matériaux utilisés dans le secteur de la construction sur des équipements ou des lignes automatisées."
"H2802","3","definition","2","Assure la maintenance de premier niveau des machines pour garantir leur bon fonctionnement"
"H2802","3","definition","3","Ajuste les machines d''extrusion et rectifie les défauts de fabrication"
"H2802","3","definition","4","Contrôle la qualité des matériaux produits en respectant les normes de sécurité et les protocoles environnementaux en vigueur"
"H2802","3","definition","5","Collabore avec les équipes de logistique pour optimiser la chaîne de production"
"H2802","4","acces_metier","1","Ce métier est accessible avec un niveau CAP/BEP à Bac professionnel, technologique en mécanique, électrotechnique."
"H2802","4","acces_metier","2","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- seraient un atout."
"H2802","4","acces_metier","3","Une habilitation aux risques d''origine électrique peut être demandée."
"H2803","3","definition","1","L''opérateur en industrie céramique est un artisan de la précision et de la qualité."
"H2803","3","definition","2","Prépare et ajuste les équipements nécessaires à la production céramique"
"H2803","3","definition","3","Surveille et régule une ligne de production automatisée pour garantir la qualité des produits"
"H2803","3","definition","4","Effectue des contrôles de qualité pour s''assurer de la conformité des produits finis"
"H2803","3","definition","5","Participe à la maintenance préventive et corrective des machines et équipements"
"H2803","3","definition","6","Collabore avec les équipes de production pour optimiser les processus de fabrication"
"H2803","3","definition","7","Respecte les normes de sécurité et les protocoles environnementaux en vigueur"
"H2803","4","acces_metier","1","Cet emploi est accessible à partir d''un CAP au Bac + 5. Des formations spécifiques comme un CAP en céramique industrielle, un Bac professionnel technicien en céramique, BTS conception de produits industriels, une licence ou un diplôme d''ingénieur en matériaux avec spécialisation en céramique industrielle peuvent être des atouts."
"H2804","3","definition","1","Le Pilote de centrale de béton supervise et contrôle le processus de production du béton prêt à l''emploi."
"H2804","3","definition","2","Prépare et dose les différents composants du béton veillant à la qualité des matières premières et du béton produit"
"H2804","3","definition","3","Assurer la maintenance préventive et corrective des machines et signale les dysfonctionnements"
"H2804","3","definition","4","Effectue des contrôles réguliers des équipements de la centrale"
"H2804","3","definition","5","Surveille les niveaux de stock des matières premières et commande les approvisionnements nécessaires"
"H2804","3","definition","6","Assure le respect des normes en vigueur en gérant les déchets et les rejets conformément à la réglementation environnementale"
"H2804","4","acces_metier","1","Ce métier est accessible avec un niveau CAP au BP (BP) travaux publics et carrières ou conducteur d''engins de chantier de travaux publics."
"H2804","4","acces_metier","2","Un Certificat d''Aptitude à la Conduite En Sécurité -CACES- peut être un atout."
"H2804","4","acces_metier","3","Une habilitation électrique peut être demandée."
"H2805","3","definition","1","Le Technicien de l''industrie du verre participe à la fabrication, à la transformation et au traitement des produits en verre."
"H2805","3","definition","2","Contrôle les fours, les machines de formage et les lignes de production"
"H2805","3","definition","3","Analyse la qualité des produits verriers, les résultats de production et détermine des mesures correctives"
