entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,merge,notes
SKL_19eb28fb9aee,ESCO,SKL_ab3e5a571c28,ROME,skos:relatedMatch,0.5476,embed:0.55,auto,,test improved aeronautical information management systems <> Optimiser les performances des systèmes d'IA
SKL_4289331be7b6,ESCO,SKL_ab3e5a571c28,ROME,skos:relatedMatch,0.5447,embed:0.54,auto,,test ground system performance <> Optimiser les performances des systèmes d'IA
SKL_cdbdc2d82920,ESCO,SKL_8fb1fb775192,ROME,skos:relatedMatch,0.5692,embed:0.57,auto,,establish data processes <> Implémenter des solutions d'IA dans des environnements de production
SKL_af20488c8482,ESCO,SKL_8fb1fb775192,ROME,skos:relatedMatch,0.5629,embed:0.56,auto,,use production planning software <> Implémenter des solutions d'IA dans des environnements de production
SKL_086bb3f16e79,ESCO,SKL_8fb1fb775192,ROME,skos:relatedMatch,0.5594,embed:0.56,auto,,configure media integration systems <> Implémenter des solutions d'IA dans des environnements de production
SKL_c3a6a015f14b,ESCO,SKL_8fb1fb775192,ROME,skos:relatedMatch,0.5537,embed:0.55,auto,,develop ICT workflow <> Implémenter des solutions d'IA dans des environnements de production
SKL_ca76f7bcf69b,ESCO,SKL_8fb1fb775192,ROME,skos:relatedMatch,0.5501,embed:0.55,auto,,design component interfaces <> Implémenter des solutions d'IA dans des environnements de production
SKL_f9a3c3ad2595,ESCO,SKL_a21ff6cc6f9f,ROME,skos:relatedMatch,0.6439,embed:0.64,auto,,collect customer feedback on applications <> Analyser les besoins des clients pour proposer des solutions d'IA adaptées
SKL_ac7e62b30b73,ESCO,SKL_a21ff6cc6f9f,ROME,skos:relatedMatch,0.6219,embed:0.62,auto,,identify customer's needs <> Analyser les besoins des clients pour proposer des solutions d'IA adaptées
SKL_e6ca3be59c9b,ESCO,SKL_a21ff6cc6f9f,ROME,skos:relatedMatch,0.6078,embed:0.61,auto,,identify ICT user needs <> Analyser les besoins des clients pour proposer des solutions d'IA adaptées
SKL_1e8fe35aac35,ESCO,SKL_a21ff6cc6f9f,ROME,skos:relatedMatch,0.6023,embed:0.60,auto,,analyse business requirements <> Analyser les besoins des clients pour proposer des solutions d'IA adaptées
SKL_9486b1cb5a8f,ESCO,SKL_a21ff6cc6f9f,ROME,skos:relatedMatch,0.5999,embed:0.60,auto,,identify customer requirements <> Analyser les besoins des clients pour proposer des solutions d'IA adaptées
SKL_44c7b9983210,ESCO,SKL_ceb170418290,ROME,skos:relatedMatch,0.5886,embed:0.59,auto,,communicate with a non-scientific audience <> Communiquer clairement les concepts d'IA aux parties prenantes non techniques
SKL_80e5a9774341,ESCO,SKL_ceb170418290,ROME,skos:relatedMatch,0.575,embed:0.58,auto,,apply technical communication skills <> Communiquer clairement les concepts d'IA aux parties prenantes non techniques
SKL_fa6716bd970c,ESCO,SKL_ceb170418290,ROME,skos:relatedMatch,0.571,embed:0.57,auto,,communicate with stakeholders <> Communiquer clairement les concepts d'IA aux parties prenantes non techniques
SKL_197598d2730e,ESCO,SKL_ceb170418290,ROME,skos:relatedMatch,0.5569,embed:0.56,auto,,present reports <> Communiquer clairement les concepts d'IA aux parties prenantes non techniques
SKL_2d043cf9df34,ESCO,SKL_ceb170418290,ROME,skos:relatedMatch,0.5507,embed:0.55,auto,,promote the transfer of knowledge <> Communiquer clairement les concepts d'IA aux parties prenantes non techniques
SKL_0061e17f554c,ESCO,SKL_9efba675d4b8,ROME,skos:relatedMatch,0.6432,embed:0.64,auto,,ensure information privacy <> Traiter les données de manière sécurisée et conforme
SKL_9f1382e6691b,ESCO,SKL_9efba675d4b8,ROME,skos:relatedMatch,0.6428,embed:0.64,auto,,manage IT security compliances <> Traiter les données de manière sécurisée et conforme
SKL_b89955b20777,ESCO,SKL_9efba675d4b8,ROME,skos:relatedMatch,0.6424,embed:0.64,auto,,manage keys for data protection <> Traiter les données de manière sécurisée et conforme
SKL_c3e053b207ff,ESCO,SKL_9efba675d4b8,ROME,skos:relatedMatch,0.6386,embed:0.64,auto,,secure sensitive customer's information <> Traiter les données de manière sécurisée et conforme
SKL_e349150807e8,ESCO,SKL_9efba675d4b8,ROME,skos:relatedMatch,0.6373,embed:0.64,auto,,maintain data entry requirements <> Traiter les données de manière sécurisée et conforme
SKL_fa3ca530b552,ESCO,SKL_1cae04a9a046,ROME,skos:relatedMatch,0.591,embed:0.59,auto,,develop ICT test suite <> Tester rigoureusement les modèles d'IA avant déploiement
SKL_19eb28fb9aee,ESCO,SKL_1cae04a9a046,ROME,skos:relatedMatch,0.5572,embed:0.56,auto,,test improved aeronautical information management systems <> Tester rigoureusement les modèles d'IA avant déploiement
SKL_2b9b57d62800,ESCO,SKL_1cae04a9a046,ROME,skos:relatedMatch,0.5395,embed:0.54,auto,,execute integration testing <> Tester rigoureusement les modèles d'IA avant déploiement
SKL_2bc91d00f4a3,ESCO,SKL_1cae04a9a046,ROME,skos:relatedMatch,0.538,embed:0.54,auto,,perform ICT security testing <> Tester rigoureusement les modèles d'IA avant déploiement
SKL_6d76ab75287b,ESCO,SKL_1cae04a9a046,ROME,skos:relatedMatch,0.5374,embed:0.54,auto,,model sensor <> Tester rigoureusement les modèles d'IA avant déploiement
SKL_d9b2a4772030,ESCO,SKL_2b96d00aa8be,ROME,skos:relatedMatch,0.5862,embed:0.59,auto,,adapt existing designs to changed circumstances <> Adapter les modèles d'IA aux changements de données ou de contexte
SKL_be093e79069c,ESCO,SKL_2b96d00aa8be,ROME,skos:relatedMatch,0.5675,embed:0.57,auto,,adapt to changes in technological development plans <> Adapter les modèles d'IA aux changements de données ou de contexte
SKL_a0910b4e42c4,ESCO,SKL_2b96d00aa8be,ROME,skos:relatedMatch,0.5577,embed:0.56,auto,,manage standards for data exchange <> Adapter les modèles d'IA aux changements de données ou de contexte
SKL_13c6daf0911d,ESCO,SKL_2b96d00aa8be,ROME,skos:relatedMatch,0.5498,embed:0.55,auto,,adapt artistic plan to location <> Adapter les modèles d'IA aux changements de données ou de contexte
SKL_0de5209b6016,ESCO,SKL_29b6afe0fe23,ROME,skos:relatedMatch,0.5563,embed:0.56,auto,,ICT environmental policies <> Evaluer l'impact environnemental des projets d'IA
SKL_4e7bcf525ff7,ESCO,SKL_29b6afe0fe23,ROME,skos:relatedMatch,0.5505,embed:0.55,auto,,manage environmental impact of operations <> Evaluer l'impact environnemental des projets d'IA
SKL_23352a87e7bc,ESCO,SKL_29b6afe0fe23,ROME,skos:relatedMatch,0.5361,embed:0.54,auto,,conduct impact evaluation of ICT processes on business <> Evaluer l'impact environnemental des projets d'IA
SKL_87e726dfb63f,ESCO,SKL_29b6afe0fe23,ROME,skos:relatedMatch,0.5274,embed:0.53,auto,,manage ICT legacy implication <> Evaluer l'impact environnemental des projets d'IA
SKL_4abb95a7d8eb,ESCO,SKL_29b6afe0fe23,ROME,skos:relatedMatch,0.5239,embed:0.52,auto,,evaluate environmental impact of personal behaviour <> Evaluer l'impact environnemental des projets d'IA
SKL_b56c95aeb880,ESCO,SKL_4fc850ac9260,ROME,skos:relatedMatch,0.563,embed:0.56,auto,,write database documentation <> Documenter les processus et les architectures d'IA
SKL_416a1accd749,ESCO,SKL_4fc850ac9260,ROME,skos:relatedMatch,0.5602,embed:0.56,auto,,create business process models <> Documenter les processus et les architectures d'IA
SKL_59ede493c1cb,ESCO,SKL_4fc850ac9260,ROME,skos:relatedMatch,0.5588,embed:0.56,auto,,information architecture <> Documenter les processus et les architectures d'IA
SKL_cdbdc2d82920,ESCO,SKL_4fc850ac9260,ROME,skos:relatedMatch,0.5583,embed:0.56,auto,,establish data processes <> Documenter les processus et les architectures d'IA
SKL_27d19457db14,ESCO,SKL_4fc850ac9260,ROME,skos:relatedMatch,0.5569,embed:0.56,auto,,create database diagrams <> Documenter les processus et les architectures d'IA
SKL_e0114735e48c,ESCO,SKL_e92f3a83c4ce,ROME,skos:relatedMatch,0.6182,embed:0.62,auto,,maintain control systems for automated equipment <> Assurer la maintenance et l'actualisation des systèmes d'IA
SKL_62ddf5eab27d,ESCO,SKL_e92f3a83c4ce,ROME,skos:relatedMatch,0.6101,embed:0.61,auto,,maintain ICT system <> Assurer la maintenance et l'actualisation des systèmes d'IA
SKL_9956fe48da2c,ESCO,SKL_e92f3a83c4ce,ROME,skos:relatedMatch,0.6075,embed:0.61,auto,,maintain information network hardware <> Assurer la maintenance et l'actualisation des systèmes d'IA
SKL_f777a42c8a7a,ESCO,SKL_e92f3a83c4ce,ROME,skos:relatedMatch,0.6067,embed:0.61,auto,,manage changes in ICT system <> Assurer la maintenance et l'actualisation des systèmes d'IA
SKL_2246c5ebfabc,ESCO,SKL_4604bbc96775,ROME,skos:relatedMatch,0.5984,embed:0.60,auto,,interpret current data <> Analyser les tendances du marché pour anticiper les évolutions de l'IA
SKL_1cf292a8c0ee,ESCO,SKL_4604bbc96775,ROME,skos:relatedMatch,0.5843,embed:0.58,auto,,monitor ICT research <> Analyser les tendances du marché pour anticiper les évolutions de l'IA
SKL_b43b547c49a7,ESCO,SKL_4604bbc96775,ROME,skos:relatedMatch,0.5747,embed:0.57,auto,,market analysis <> Analyser les tendances du marché pour anticiper les évolutions de l'IA
SKL_3cbcca60d860,ESCO,SKL_4604bbc96775,ROME,skos:relatedMatch,0.5692,embed:0.57,auto,,monitor technology trends <> Analyser les tendances du marché pour anticiper les évolutions de l'IA
SKL_e71b22cd8326,ESCO,SKL_4604bbc96775,ROME,skos:relatedMatch,0.5679,embed:0.57,auto,,analyse supply chain trends <> Analyser les tendances du marché pour anticiper les évolutions de l'IA
SKL_ab670ca70003,ESCO,SKL_89f40efccd38,ROME,skos:relatedMatch,0.5465,embed:0.55,auto,,ethical hacking principles <> Collaborer avec des experts en éthique pour évaluer les projets d'IA
SKL_fa3ca530b552,ESCO,SKL_89f40efccd38,ROME,skos:relatedMatch,0.541,embed:0.54,auto,,develop ICT test suite <> Collaborer avec des experts en éthique pour évaluer les projets d'IA
SKL_a561c76a0e88,ESCO,SKL_89f40efccd38,ROME,skos:relatedMatch,0.5406,embed:0.54,auto,,assess users' interaction with ICT applications <> Collaborer avec des experts en éthique pour évaluer les projets d'IA
SKL_99fe55e00127,ESCO,SKL_89f40efccd38,ROME,skos:relatedMatch,0.5398,embed:0.54,auto,,identify problems <> Collaborer avec des experts en éthique pour évaluer les projets d'IA
SKL_2b9b57d62800,ESCO,SKL_89f40efccd38,ROME,skos:relatedMatch,0.5346,embed:0.53,auto,,execute integration testing <> Collaborer avec des experts en éthique pour évaluer les projets d'IA
SKL_ae7e75a47fef,ESCO,SKL_bf40e3edb4b3,ROME,skos:relatedMatch,0.6185,embed:0.62,auto,,implement ICT risk management <> Gérer les risques associés aux technologies d'IA
SKL_8e2350e55802,ESCO,SKL_bf40e3edb4b3,ROME,skos:relatedMatch,0.5756,embed:0.58,auto,,identify ICT security risks <> Gérer les risques associés aux technologies d'IA
SKL_f8e97f763e19,ESCO,SKL_bf40e3edb4b3,ROME,skos:relatedMatch,0.5736,embed:0.57,auto,,recognise blockchain risks <> Gérer les risques associés aux technologies d'IA
SKL_b89955b20777,ESCO,SKL_bf40e3edb4b3,ROME,skos:relatedMatch,0.5721,embed:0.57,auto,,manage keys for data protection <> Gérer les risques associés aux technologies d'IA
SKL_7394112e8e6c,ESCO,SKL_bf40e3edb4b3,ROME,skos:relatedMatch,0.5713,embed:0.57,auto,,apply risk management processes <> Gérer les risques associés aux technologies d'IA
SKL_739c039c3749,ESCO,SKL_c4ab64526769,ROME,skos:relatedMatch,0.5873,embed:0.59,auto,,manage software releases <> Conduire des revues de code pour assurer la qualité des développements d'IA
SKL_b6cffaebb42f,ESCO,SKL_c4ab64526769,ROME,skos:relatedMatch,0.5839,embed:0.58,auto,,develop code exploits <> Conduire des revues de code pour assurer la qualité des développements d'IA
SKL_fa3ca530b552,ESCO,SKL_c4ab64526769,ROME,skos:relatedMatch,0.5825,embed:0.58,auto,,develop ICT test suite <> Conduire des revues de code pour assurer la qualité des développements d'IA
SKL_b66a815da958,ESCO,SKL_c4ab64526769,ROME,skos:relatedMatch,0.58,embed:0.58,auto,,execute software tests <> Conduire des revues de code pour assurer la qualité des développements d'IA
SKL_1c2989f1ddbd,ESCO,SKL_4ba7d0f6fdbc,ROME,skos:relatedMatch,0.6036,embed:0.60,auto,,plan ICT capacity <> Planifier des projets d'IA en tenant compte des contraintes de temps et de budget
SKL_e0876ddb3bd1,ESCO,SKL_4ba7d0f6fdbc,ROME,skos:relatedMatch,0.5694,embed:0.57,auto,,ICT capacity planning strategies <> Planifier des projets d'IA en tenant compte des contraintes de temps et de budget
SKL_0643ee1dab7c,ESCO,SKL_4ba7d0f6fdbc,ROME,skos:relatedMatch,0.5619,embed:0.56,auto,,perform resource planning <> Planifier des projets d'IA en tenant compte des contraintes de temps et de budget
SKL_2320901baa0c,ESCO,SKL_4ba7d0f6fdbc,ROME,skos:relatedMatch,0.5568,embed:0.56,auto,,manage ICT project <> Planifier des projets d'IA en tenant compte des contraintes de temps et de budget
SKL_be093e79069c,ESCO,SKL_4ba7d0f6fdbc,ROME,skos:relatedMatch,0.5493,embed:0.55,auto,,adapt to changes in technological development plans <> Planifier des projets d'IA en tenant compte des contraintes de temps et de budget
SKL_a1c8e261b079,ESCO,SKL_a00490480a99,ROME,skos:relatedMatch,0.5633,embed:0.56,auto,,interact professionally in research and professional environments <> Collaboration interdisciplinaire
SKL_f3cd8652eef6,ESCO,SKL_a00490480a99,ROME,skos:relatedMatch,0.5559,embed:0.56,auto,,collaborate through digital technologies <> Collaboration interdisciplinaire
SKL_633fc2486338,ESCO,SKL_a00490480a99,ROME,skos:relatedMatch,0.5558,embed:0.56,auto,,promote open innovation in research <> Collaboration interdisciplinaire
SKL_be093e79069c,ESCO,SKL_83021a94cc10,ROME,skos:relatedMatch,0.5652,embed:0.57,auto,,adapt to changes in technological development plans <> Adaptation des IA aux besoins spécifiques
SKL_165eec91c5d4,ESCO,SKL_83021a94cc10,ROME,skos:relatedMatch,0.5561,embed:0.56,auto,,identify technological needs <> Adaptation des IA aux besoins spécifiques
SKL_e6ca3be59c9b,ESCO,SKL_83021a94cc10,ROME,skos:relatedMatch,0.5422,embed:0.54,auto,,identify ICT user needs <> Adaptation des IA aux besoins spécifiques
SKL_d9b2a4772030,ESCO,SKL_83021a94cc10,ROME,skos:relatedMatch,0.5414,embed:0.54,auto,,adapt existing designs to changed circumstances <> Adaptation des IA aux besoins spécifiques
SKL_5f79eb1469d5,ESCO,SKL_83021a94cc10,ROME,skos:relatedMatch,0.5372,embed:0.54,auto,,customise software for drive system <> Adaptation des IA aux besoins spécifiques
SKL_55cd3dcd5e3b,ESCO,SKL_ef78408f8e24,ROME,skos:relatedMatch,0.5462,embed:0.55,auto,,develop ICT device driver <> Développement de produits basés sur l'IA
SKL_3431a628a732,ESCO,SKL_ef78408f8e24,ROME,skos:relatedMatch,0.5335,embed:0.53,auto,,develop data processing applications <> Développement de produits basés sur l'IA
SKL_0f00ad51113a,ESCO,SKL_ef78408f8e24,ROME,skos:relatedMatch,0.533,embed:0.53,auto,,develop reporting software <> Développement de produits basés sur l'IA
SKL_c8390b9c877a,ESCO,SKL_ef78408f8e24,ROME,skos:relatedMatch,0.5276,embed:0.53,auto,,create a product's virtual model <> Développement de produits basés sur l'IA
SKL_cdbdc2d82920,ESCO,SKL_ef78408f8e24,ROME,skos:relatedMatch,0.5193,embed:0.52,auto,,establish data processes <> Développement de produits basés sur l'IA
SKL_e236a38c4a85,ESCO,SKL_6ac7603d5149,ROME,skos:relatedMatch,0.5278,embed:0.53,auto,,perform data mining <> Evaluation de modèles d'IA
SKL_8cbb102b3df1,ESCO,SKL_6ac7603d5149,ROME,skos:relatedMatch,0.5265,embed:0.53,auto,,analyse clothing 3d prototypes <> Evaluation de modèles d'IA
SKL_86b5e59658f6,ESCO,SKL_6ac7603d5149,ROME,skos:relatedMatch,0.5211,embed:0.52,auto,,model power electronics <> Evaluation de modèles d'IA
SKL_60f44085f999,ESCO,SKL_6ac7603d5149,ROME,skos:relatedMatch,0.5179,embed:0.52,auto,,build predictive models <> Evaluation de modèles d'IA
SKL_e9b9f4a1354d,ESCO,SKL_6ac7603d5149,ROME,skos:relatedMatch,0.5128,embed:0.51,auto,,perform dimensionality reduction <> Evaluation de modèles d'IA
SKL_a056c33cbcd4,ESCO,SKL_633c1ccbbf98,ROME,skos:relatedMatch,0.5591,embed:0.56,auto,,integrate system components <> Intégration de systèmes d'intelligence artificielle
SKL_80db029523ac,ESCO,SKL_633c1ccbbf98,ROME,skos:relatedMatch,0.5448,embed:0.54,auto,,implement cryptographic constructs <> Intégration de systèmes d'intelligence artificielle
SKL_c74243986bea,ESCO,SKL_633c1ccbbf98,ROME,skos:relatedMatch,0.5396,embed:0.54,auto,,integrate ICT data <> Intégration de systèmes d'intelligence artificielle
SKL_086bb3f16e79,ESCO,SKL_633c1ccbbf98,ROME,skos:relatedMatch,0.5355,embed:0.54,auto,,configure media integration systems <> Intégration de systèmes d'intelligence artificielle
SKL_e9b9f4a1354d,ESCO,SKL_46eef8ee7792,ROME,skos:relatedMatch,0.5517,embed:0.55,auto,,perform dimensionality reduction <> Techniques d'optimisation pour IA
SKL_d4f9396de51d,ESCO,SKL_46eef8ee7792,ROME,skos:relatedMatch,0.5373,embed:0.54,auto,,apply statistical analysis techniques <> Techniques d'optimisation pour IA
SKL_91a3e0a560f7,ESCO,SKL_46eef8ee7792,ROME,skos:relatedMatch,0.5208,embed:0.52,auto,,use automatic programming <> Techniques d'optimisation pour IA
SKL_f538b5a71a6c,ESCO,SKL_46eef8ee7792,ROME,skos:relatedMatch,0.5131,embed:0.51,auto,,utilise machine learning <> Techniques d'optimisation pour IA
SKL_4f28193013fe,ESCO,SKL_46eef8ee7792,ROME,skos:relatedMatch,0.5062,embed:0.51,auto,,use data processing techniques <> Techniques d'optimisation pour IA
SKL_165eec91c5d4,ESCO,SKL_8ec29c0a61f1,ROME,skos:relatedMatch,0.5255,embed:0.53,auto,,identify technological needs <> Veille technologique en intelligence artificielle
SKL_487dc7976c4c,ESCO,SKL_8ec29c0a61f1,ROME,skos:relatedMatch,0.5182,embed:0.52,auto,,verify formal ICT specifications <> Veille technologique en intelligence artificielle
SKL_3cbcca60d860,ESCO,SKL_8ec29c0a61f1,ROME,skos:relatedMatch,0.5151,embed:0.52,auto,,monitor technology trends <> Veille technologique en intelligence artificielle
SKL_d41f11463fcd,ESCO,SKL_8ec29c0a61f1,ROME,skos:relatedMatch,0.5119,embed:0.51,auto,,guide learners in using assistive technologies <> Veille technologique en intelligence artificielle
SKL_1cf292a8c0ee,ESCO,SKL_8ec29c0a61f1,ROME,skos:relatedMatch,0.5067,embed:0.51,auto,,monitor ICT research <> Veille technologique en intelligence artificielle
SKL_8a9651b100b9,ESCO,SKL_fec3a9d03360,ROME,skos:relatedMatch,0.6532,embed:0.65,auto,,"define technical requirements <> Déterminer des composants d'architecture, des technologies, des équipements, des outils supports et les intégrer selon les spécifications"
SKL_f777a42c8a7a,ESCO,SKL_922d42c2dedb,ROME,skos:relatedMatch,0.6336,embed:0.63,auto,,manage changes in ICT system <> Mettre à jour les logiciels des systèmes embarqués
